new_customer,income_verification,language,age,gender,country,amount,loan_duration,use_of_loan,education,marital_status,nr_dependants,employment_status,employment_duration,work_experience,occupation,home_ownership,income,existing_debt,total_debt,debt_to_income,disposable_income,credit_score_microL,credit_score_equifax,credit_score_ee_mini,nr_previous_loans,amount_previous_loans,previous_repayments,previous_early_repayments,previous_early_repayments_count,default,credit_score_fi_asiakas_c,credit_score_fi_asiakas_n
1,expenses_verified,spanish,50,unknown,ES,2126.0,60,unknown,higher,unknown,,not_specified,MoreThan5Years,,unknown,mortgage,2000.0,1,222.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,expenses_verified,spanish,32,unknown,ES,2126.0,60,unknown,higher,unknown,,not_specified,UpTo5Years,,unknown,other,1200.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,expenses_verified,spanish,28,unknown,ES,1594.0,60,unknown,higher,unknown,,not_specified,UpTo1Year,,unknown,living_with_parents,1076.0,2,65.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,unverified,finnish,55,female,FI,2594.0,36,unknown,vocational,unknown,,not_specified,MoreThan5Years,,unknown,mortgage,2400.0,4,837.0,0.0,0.0,M,,,0,0.0,,,0,0,,4.0
1,expenses_verified,spanish,29,unknown,ES,2126.0,60,unknown,higher,unknown,,not_specified,UpTo5Years,,unknown,tenant_furnished,1180.0,1,310.0,0.0,0.0,M,,,0,0.0,,,0,0,,
0,unverified,estonian,44,female,EE,531.0,36,unknown,primary,unknown,,not_specified,Retiree,,unknown,living_with_parents,950.0,3,473.37,0.0,0.0,M,,900.0,3,11050.0,1189.09,,0,1,,
1,unverified,russian,31,male,EE,1594.0,36,unknown,vocational,unknown,,not_specified,UpTo5Years,,unknown,other,1500.0,1,270.0,0.0,0.0,M,,1000.0,0,0.0,,,0,1,,
1,expenses_verified,spanish,36,male,ES,2126.0,60,unknown,higher,unknown,,not_specified,UpTo5Years,,unknown,tenant_furnished,940.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,0,,
0,expenses_verified,estonian,39,male,EE,10632.0,60,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,owner,2000.0,1,275.0,0.0,0.0,M,,1000.0,10,28791.0,4443.81,,0,0,,
1,unverified,finnish,52,female,FI,2387.0,60,unknown,vocational,unknown,,not_specified,MoreThan5Years,,unknown,owner,2100.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,0,,4.0
1,expenses_verified,estonian,20,male,EE,531.0,60,unknown,primary,unknown,,not_specified,UpTo5Years,,unknown,tenant_furnished,1500.0,0,0.0,0.0,0.0,M,,1000.0,0,0.0,,,0,0,,
0,unverified,estonian,41,male,EE,956.0,60,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,mortgage,1153.0,11,640.67,0.0,0.0,M,,1000.0,8,16065.0,305.8,,0,0,,
0,expenses_verified,finnish,39,male,FI,5150.0,36,unknown,vocational,unknown,,not_specified,MoreThan5Years,,unknown,mortgage,2800.0,0,0.0,0.0,0.0,M,,,1,2020.0,2265.08,,0,0,,5.0
0,expenses_verified,estonian,20,female,EE,531.0,36,unknown,primary,unknown,,not_specified,Retiree,,unknown,owner,760.0,5,174.39,0.0,0.0,M,,1000.0,3,1590.0,198.13,,0,0,,
1,unverified,estonian,34,male,EE,6804.0,60,unknown,vocational,unknown,,not_specified,UpTo5Years,,unknown,owner,800.0,1,165.52,0.0,0.0,M,,1000.0,1,4250.0,244.61,,0,0,,
1,expenses_verified,spanish,43,unknown,ES,1594.0,60,unknown,secondary,unknown,,not_specified,UpTo5Years,,unknown,living_with_parents,2100.0,1,500.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,expenses_verified,spanish,34,unknown,ES,2126.0,60,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,living_with_parents,1100.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,expenses_verified,spanish,23,unknown,ES,1594.0,60,unknown,secondary,unknown,,not_specified,UpTo1Year,,unknown,tenant_furnished,1200.0,1,121.0,0.0,0.0,M,,,0,0.0,,,0,1,,
0,unverified,russian,31,male,EE,5954.0,36,unknown,vocational,unknown,,not_specified,UpTo5Years,,unknown,living_with_parents,1200.0,6,566.87,0.0,0.0,M,,1000.0,5,8495.0,213.88,,0,0,,
1,expenses_verified,spanish,24,unknown,ES,531.0,60,unknown,higher,unknown,,not_specified,UpTo5Years,,unknown,living_with_parents,1100.0,3,482.23,0.0,0.0,M,,,1,1590.0,144.98,,0,0,,
1,expenses_verified,finnish,30,female,FI,1037.0,60,unknown,vocational,unknown,,not_specified,MoreThan5Years,,unknown,mortgage,2200.0,6,1365.0,0.0,0.0,M,,,0,0.0,,,0,0,,4.0
1,expenses_verified,spanish,44,unknown,ES,2126.0,60,unknown,higher,unknown,,not_specified,UpTo5Years,,unknown,owner,1850.0,1,50.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,expenses_verified,spanish,29,unknown,ES,2126.0,60,unknown,secondary,unknown,,not_specified,UpTo5Years,,unknown,tenant_furnished,1200.0,1,166.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,expenses_verified,estonian,34,male,EE,2870.0,60,unknown,primary,unknown,,not_specified,UpTo5Years,,unknown,tenant_furnished,1000.0,0,0.0,0.0,0.0,M,,700.0,0,0.0,,,0,0,,
1,expenses_verified,finnish,53,male,FI,5150.0,60,unknown,secondary,unknown,,not_specified,UpTo5Years,,unknown,owner,1900.0,5,531.5,0.0,0.0,M,,,0,0.0,,,0,0,,3.0
0,unverified,estonian,37,female,EE,637.0,60,unknown,higher,unknown,,not_specified,UpTo1Year,,unknown,tenant_furnished,528.0,3,257.88,0.0,0.0,M,,1000.0,6,5090.0,537.85,,0,0,,
0,expenses_verified,finnish,43,male,FI,2075.0,36,unknown,vocational,unknown,,not_specified,MoreThan5Years,,unknown,mortgage,26000.0,5,900.75,0.0,0.0,M,,,2,8075.0,1509.22,,0,0,,3.0
0,expenses_verified,estonian,47,male,EE,1063.0,12,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,mortgage,1900.0,5,566.12,0.0,0.0,M,,1000.0,6,14312.0,937.96,,1,0,,
1,expenses_verified,spanish,46,unknown,ES,2126.0,60,unknown,higher,unknown,,not_specified,UpTo1Year,,unknown,owner,1900.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,unverified,russian,44,female,EE,4253.0,60,unknown,vocational,unknown,,not_specified,MoreThan5Years,,unknown,mortgage,800.0,1,320.0,0.0,0.0,M,,1000.0,0,0.0,,,0,1,,
0,expenses_verified,estonian,42,female,EE,1488.0,36,unknown,secondary,unknown,,not_specified,UpTo5Years,,unknown,owner,1160.0,3,237.85,0.0,0.0,M,,600.0,1,1060.0,262.59,,0,0,,
0,expenses_verified,finnish,38,male,FI,1556.0,60,unknown,vocational,unknown,,not_specified,UpTo5Years,,unknown,mortgage,2200.0,6,1270.17,0.0,0.0,M,,,3,9560.0,1565.7,,0,0,,3.0
1,expenses_verified,spanish,45,unknown,ES,2126.0,60,unknown,higher,unknown,,not_specified,MoreThan5Years,,unknown,other,1930.0,3,675.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,expenses_verified,estonian,57,male,EE,4253.0,60,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,owner,1200.0,1,112.0,0.0,0.0,M,,1000.0,0,0.0,,,0,0,,
1,expenses_verified,estonian,42,female,EE,2977.0,60,unknown,primary,unknown,,not_specified,MoreThan5Years,,unknown,owner,1050.0,1,118.95,0.0,0.0,M,,800.0,1,2975.0,166.37,,0,0,,
1,expenses_verified,spanish,60,unknown,ES,2126.0,60,unknown,primary,unknown,,not_specified,UpTo5Years,,unknown,owner,850.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,0,,
0,unverified,russian,29,male,EE,744.0,9,unknown,higher,unknown,,not_specified,UpTo5Years,,unknown,owner,1100.0,4,492.65,0.0,0.0,M,,1000.0,14,28585.0,1441.22,,0,0,,
1,expenses_verified,spanish,35,unknown,ES,2126.0,48,unknown,higher,unknown,,not_specified,UpTo5Years,,unknown,tenant_furnished,1545.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,expenses_verified,finnish,50,female,FI,4150.0,60,unknown,secondary,unknown,,not_specified,UpTo5Years,,unknown,other,1700.0,3,652.0,0.0,0.0,M,,,0,0.0,,,0,0,,4.0
0,expenses_verified,estonian,23,female,EE,744.0,9,unknown,secondary,unknown,,not_specified,Other,,unknown,living_with_parents,650.0,1,63.69,0.0,0.0,M,,1000.0,3,2435.0,500.8,,0,0,,
1,expenses_verified,spanish,34,unknown,ES,2126.0,60,unknown,primary,unknown,,not_specified,UpTo1Year,,unknown,owner,1700.0,1,35.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,expenses_verified,finnish,33,male,FI,4150.0,60,unknown,higher,unknown,,not_specified,MoreThan5Years,,unknown,owner,5063.0,1,450.0,0.0,0.0,M,,,0,0.0,,,0,0,,4.0
1,expenses_verified,russian,40,male,EE,4253.0,36,unknown,higher,unknown,,not_specified,UpTo5Years,,unknown,owner,800.0,1,96.0,0.0,0.0,M,,1000.0,0,0.0,,,0,0,,
1,unverified,estonian,51,male,EE,637.0,60,unknown,secondary,unknown,,not_specified,UpTo5Years,,unknown,tenant_furnished,1200.0,0,0.0,0.0,0.0,M,,900.0,0,0.0,,,0,0,,
1,expenses_verified,finnish,44,male,FI,1556.0,36,unknown,vocational,unknown,,not_specified,Other,,unknown,tenant_furnished,1300.0,3,713.87,0.0,0.0,M,,,1,4250.0,382.69,,0,1,,4.0
1,expenses_verified,spanish,37,unknown,ES,1594.0,60,unknown,secondary,unknown,,not_specified,UpTo5Years,,unknown,living_with_parents,1398.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,expenses_verified,spanish,27,unknown,ES,1594.0,60,unknown,higher,unknown,,not_specified,MoreThan5Years,,unknown,living_with_parents,1440.0,1,155.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,unverified,finnish,53,female,FI,4150.0,36,unknown,higher,unknown,,not_specified,MoreThan5Years,,unknown,owner,2656.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,0,,3.0
0,unverified,estonian,30,male,EE,3189.0,36,unknown,primary,unknown,,not_specified,UpTo1Year,,unknown,tenant_furnished,1100.0,1,43.11,0.0,0.0,M,,1000.0,2,8060.0,90.87,,2,1,,
1,expenses_verified,finnish,70,male,FI,934.0,60,unknown,vocational,unknown,,not_specified,Retiree,,unknown,tenant_furnished,1350.0,6,468.41,0.0,0.0,M,,,1,3185.0,263.55,,0,1,,4.0
1,expenses_verified,spanish,44,unknown,ES,1594.0,60,unknown,primary,unknown,,not_specified,Other,,unknown,living_with_parents,1360.0,2,270.0,0.0,0.0,M,,,0,0.0,,,0,0,,
0,unverified,estonian,50,male,EE,1594.0,60,unknown,secondary,unknown,,not_specified,UpTo5Years,,unknown,owner,900.0,1,38.71,0.0,0.0,M,,1000.0,1,530.0,296.06,,0,0,,
1,expenses_verified,spanish,39,unknown,ES,531.0,60,unknown,secondary,unknown,,not_specified,UpTo1Year,,unknown,living_with_parents,1250.0,1,300.0,0.0,0.0,M,,,0,0.0,,,0,0,,
0,unverified,russian,27,male,EE,3402.0,60,unknown,vocational,unknown,,not_specified,UpTo1Year,,unknown,living_with_parents,448.0,1,0.0,0.0,0.0,M,,1000.0,4,9135.0,1122.08,,0,0,,
1,expenses_verified,finnish,19,male,FI,518.0,60,unknown,primary,unknown,,not_specified,Other,,unknown,tenant_furnished,900.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,0,,5.0
0,expenses_verified,finnish,56,male,FI,2075.0,36,unknown,primary,unknown,,not_specified,UpTo1Year,,unknown,tenant_furnished,1680.0,1,178.24,0.0,0.0,M,,,1,3185.0,538.42,,0,1,,3.0
0,unverified,russian,66,female,EE,744.0,60,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,owner,1000.0,1,63.07,0.0,0.0,M,,1000.0,3,4245.0,3080.68,,0,0,,
1,expenses_verified,spanish,31,unknown,ES,2126.0,60,unknown,primary,unknown,,not_specified,UpTo5Years,,unknown,living_with_parents,1200.0,1,120.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,expenses_verified,finnish,70,male,FI,518.0,60,unknown,higher,unknown,,not_specified,Retiree,,unknown,tenant_furnished,850.0,1,345.01,0.0,0.0,M,,,1,6165.0,891.54,,0,0,,3.0
1,unverified,estonian,36,male,EE,8506.0,60,unknown,secondary,unknown,,not_specified,UpTo1Year,,unknown,living_with_parents,900.0,1,123.73,0.0,0.0,M,,800.0,1,2550.0,225.56,,0,0,,
0,expenses_verified,finnish,62,female,FI,2075.0,60,unknown,primary,unknown,,not_specified,Retiree,,unknown,tenant_furnished,1350.0,3,437.83,0.0,0.0,M,,,2,4250.0,979.31,,0,0,,4.0
1,expenses_verified,russian,64,male,EE,2126.0,36,unknown,secondary,unknown,,not_specified,Other,,unknown,owner,800.0,0,0.0,0.0,0.0,M,,1000.0,0,0.0,,,0,0,,
1,expenses_verified,finnish,58,male,FI,3113.0,60,unknown,secondary,unknown,,not_specified,Retiree,,unknown,living_with_parents,910.0,1,95.0,0.0,0.0,M,,,0,0.0,,,0,0,,4.0
1,expenses_verified,spanish,20,unknown,ES,531.0,48,unknown,secondary,unknown,,not_specified,UpTo5Years,,unknown,living_with_parents,1000.45,1,39.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,expenses_verified,spanish,39,unknown,ES,2126.0,60,unknown,secondary,unknown,,not_specified,UpTo5Years,,unknown,living_with_parents,1800.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,1,,
0,expenses_verified,estonian,33,male,EE,1488.0,60,unknown,higher,unknown,,not_specified,MoreThan5Years,,unknown,tenant_furnished,1500.0,3,771.93,0.0,0.0,M,,1000.0,3,12850.0,1961.46,,0,0,,
1,expenses_verified,spanish,47,unknown,ES,2126.0,60,unknown,secondary,unknown,,not_specified,Retiree,,unknown,living_with_parents,700.0,1,70.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,unverified,estonian,24,female,EE,531.0,24,unknown,vocational,unknown,,not_specified,UpTo5Years,,unknown,tenant_furnished,850.0,1,64.0,0.0,0.0,M,,1000.0,0,0.0,,,0,0,,
1,expenses_verified,spanish,31,unknown,ES,1594.0,36,unknown,higher,unknown,,not_specified,MoreThan5Years,,unknown,tenant_furnished,925.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,expenses_verified,spanish,42,unknown,ES,2126.0,60,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,other,3000.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,expenses_verified,spanish,38,unknown,ES,2126.0,60,unknown,higher,unknown,,not_specified,UpTo5Years,,unknown,tenant_furnished,3000.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,expenses_verified,finnish,18,male,FI,518.0,60,unknown,primary,unknown,,not_specified,Retiree,,unknown,tenant_furnished,1800.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,1,,5.0
1,expenses_verified,spanish,33,unknown,ES,1063.0,60,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,other,1200.0,1,450.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,expenses_verified,estonian,21,male,EE,1701.0,60,unknown,secondary,unknown,,not_specified,UpTo1Year,,unknown,tenant_furnished,1200.0,1,70.0,0.0,0.0,M,,700.0,0,0.0,,,0,0,,
0,expenses_verified,finnish,54,male,FI,2387.0,36,unknown,primary,unknown,,not_specified,Retiree,,unknown,owner,900.0,2,291.4,0.0,0.0,M,,,2,5310.0,1141.87,,0,1,,3.0
1,unverified,russian,58,female,EE,4253.0,48,unknown,higher,unknown,,not_specified,MoreThan5Years,,unknown,owner,1200.0,0,0.0,0.0,0.0,M,,1000.0,0,0.0,,,0,1,,
0,unverified,estonian,52,female,EE,2020.0,36,unknown,vocational,unknown,,not_specified,UpTo1Year,,unknown,owner,930.0,2,213.69,0.0,0.0,M,,800.0,2,5310.0,1085.24,,0,1,,
1,expenses_verified,finnish,44,female,FI,2075.0,60,unknown,higher,unknown,,not_specified,Retiree,,unknown,tenant_furnished,1700.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,0,,6.0
0,unverified,estonian,62,female,EE,956.0,36,unknown,higher,unknown,,not_specified,UpTo5Years,,unknown,tenant_furnished,1200.0,4,343.91,0.0,0.0,M,,500.0,3,12325.0,220.95,,0,0,,
1,expenses_verified,spanish,28,unknown,ES,2126.0,60,unknown,secondary,unknown,,not_specified,UpTo1Year,,unknown,tenant_furnished,1190.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,unverified,russian,42,female,EE,4253.0,36,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,owner,1250.0,0,0.0,0.0,0.0,M,,1000.0,0,0.0,,,0,1,,
1,expenses_verified,spanish,30,unknown,ES,2126.0,60,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,other,2143.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,expenses_verified,spanish,51,unknown,ES,2126.0,60,unknown,secondary,unknown,,not_specified,Retiree,,unknown,owner,1401.0,1,400.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,unverified,estonian,21,female,EE,531.0,18,unknown,secondary,unknown,,not_specified,UpTo1Year,,unknown,other,500.0,0,0.0,0.0,0.0,M,,1000.0,0,0.0,,,0,0,,
1,unverified,estonian,43,female,EE,4253.0,36,unknown,higher,unknown,,not_specified,MoreThan5Years,,unknown,owner,1145.0,0,0.0,0.0,0.0,M,,1000.0,0,0.0,,,0,0,,
0,expenses_verified,finnish,58,female,FI,1660.0,60,unknown,primary,unknown,,not_specified,Other,,unknown,tenant_furnished,1300.0,1,348.73,0.0,0.0,M,,,2,13710.0,5297.96,,0,0,,3.0
1,expenses_verified,estonian,21,female,EE,1594.0,60,unknown,primary,unknown,,not_specified,UpTo5Years,,unknown,tenant_furnished,950.0,1,126.95,0.0,0.0,M,,1000.0,1,2760.0,157.28,,0,0,,
0,unverified,estonian,40,male,EE,1701.0,36,unknown,higher,unknown,,not_specified,UpTo1Year,,unknown,owner,885.0,2,97.17,0.0,0.0,M,,1000.0,2,2550.0,90.23,,0,0,,
1,expenses_verified,spanish,40,unknown,ES,2126.0,60,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,owner,1575.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,expenses_verified,finnish,61,male,FI,4150.0,36,unknown,primary,unknown,,not_specified,UpTo1Year,,unknown,tenant_furnished,1800.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,0,,4.0
1,expenses_verified,spanish,21,unknown,ES,1275.0,60,unknown,secondary,unknown,,not_specified,UpTo5Years,,unknown,living_with_parents,1050.0,1,275.0,0.0,0.0,M,,,0,0.0,,,0,1,,
0,unverified,estonian,27,female,EE,744.0,36,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,other,800.0,5,384.23,0.0,0.0,M,,1000.0,5,11150.0,443.41,,0,0,,
0,expenses_verified,estonian,48,female,EE,531.0,36,unknown,secondary,unknown,,not_specified,UpTo5Years,,unknown,owner,991.0,16,765.35,0.0,0.0,M,,700.0,11,14489.0503,254.59,,0,0,,
1,expenses_verified,finnish,48,male,FI,1556.0,36,unknown,vocational,unknown,,not_specified,MoreThan5Years,,unknown,tenant_furnished,2500.0,1,87.09,0.0,0.0,M,,,1,2125.0,139.66,,0,0,,3.0
1,unverified,estonian,35,male,EE,3721.0,60,unknown,primary,unknown,,not_specified,UpTo5Years,,unknown,tenant_furnished,1300.0,0,0.0,0.0,0.0,M,,800.0,0,0.0,,,0,0,,
0,unverified,russian,57,male,EE,1488.0,36,unknown,higher,unknown,,not_specified,UpTo1Year,,unknown,owner,1150.0,5,664.32,0.0,0.0,M,,1000.0,4,12215.0,551.63,,0,0,,
1,expenses_verified,spanish,52,male,ES,2126.0,60,unknown,primary,unknown,,not_specified,UpTo5Years,,unknown,other,800.0,1,80.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,expenses_verified,spanish,67,unknown,ES,2126.0,60,unknown,secondary,unknown,,not_specified,Retiree,,unknown,owner,800.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,expenses_verified,spanish,36,unknown,ES,2126.0,60,unknown,primary,unknown,,not_specified,UpTo1Year,,unknown,other,1143.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,expenses_verified,finnish,49,male,FI,4150.0,60,unknown,primary,unknown,,not_specified,Retiree,,unknown,tenant_furnished,800.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,0,,4.0
1,expenses_verified,spanish,28,male,ES,2126.0,60,unknown,higher,unknown,,not_specified,UpTo5Years,,unknown,living_with_parents,3000.0,2,350.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,unverified,finnish,56,male,FI,3217.0,36,unknown,vocational,unknown,,not_specified,MoreThan5Years,,unknown,owner,2400.0,3,1077.06,0.0,0.0,M,,,1,7970.0,922.85,,0,0,,3.0
0,expenses_verified,spanish,43,male,ES,531.0,60,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,mortgage,1400.0,7,1058.52,0.0,0.0,M,,,6,11465.0,2886.56,,0,0,,
1,expenses_verified,spanish,39,unknown,ES,2126.0,60,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,owner,2500.0,3,1250.0,0.0,0.0,M,,,0,0.0,,,0,1,,
0,expenses_verified,finnish,36,male,FI,7750.0,60,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,owner,1700.0,2,178.25,0.0,0.0,M,,,1,3185.0,593.36,,0,1,,4.0
1,expenses_verified,spanish,29,male,ES,1807.0,60,unknown,higher,unknown,,not_specified,MoreThan5Years,,unknown,tenant_furnished,2800.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,expenses_verified,spanish,46,unknown,ES,2445.0,60,unknown,primary,unknown,,not_specified,MoreThan5Years,,unknown,tenant_furnished,700.0,2,246.85,0.0,0.0,M,,,1,2125.0,156.79,,0,0,,
0,unverified,estonian,65,female,EE,531.0,36,unknown,secondary,unknown,,not_specified,Retiree,,unknown,owner,388.0,15,461.61,0.0,0.0,M,,1000.0,12,6360.0,279.89,,0,0,,
1,expenses_verified,spanish,41,unknown,ES,2126.0,60,unknown,secondary,unknown,,not_specified,UpTo1Year,,unknown,living_with_parents,800.0,1,100.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,expenses_verified,spanish,37,unknown,ES,2126.0,60,unknown,higher,unknown,,not_specified,UpTo5Years,,unknown,other,1800.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,expenses_verified,spanish,57,male,ES,2126.0,60,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,tenant_furnished,1500.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,1,,
0,expenses_verified,russian,24,male,EE,5741.0,60,unknown,secondary,unknown,,not_specified,UpTo5Years,,unknown,living_with_parents,1000.0,5,259.17,0.0,0.0,M,,1000.0,3,5310.0,245.84,,0,0,,
1,unverified,finnish,64,male,FI,8150.0,60,unknown,primary,unknown,,not_specified,Retiree,,unknown,tenant_furnished,1270.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,0,,3.0
1,unverified,finnish,38,male,FI,3113.0,60,unknown,vocational,unknown,,not_specified,MoreThan5Years,,unknown,owner,1700.0,2,790.0,0.0,0.0,M,,,1,1060.0,1079.37,,0,0,,4.0
1,expenses_verified,finnish,45,male,FI,1556.0,36,unknown,vocational,unknown,,not_specified,MoreThan5Years,,unknown,tenant_furnished,2300.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,1,,3.0
1,expenses_verified,spanish,44,male,ES,2126.0,60,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,owner,1100.0,1,100.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,expenses_verified,spanish,66,unknown,ES,2126.0,60,unknown,higher,unknown,,not_specified,Retiree,,unknown,owner,2068.0,1,340.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,expenses_verified,finnish,54,female,FI,518.0,36,unknown,primary,unknown,,not_specified,Other,,unknown,mortgage,1400.0,8,1017.97,0.0,0.0,M,,,1,530.0,39.13,,0,1,,2.0
1,expenses_verified,finnish,55,male,FI,518.0,36,unknown,primary,unknown,,not_specified,Other,,unknown,mortgage,640.0,1,250.0,0.0,0.0,M,,,0,0.0,,,0,1,,2.0
1,expenses_verified,spanish,45,unknown,ES,2126.0,60,unknown,secondary,unknown,,not_specified,UpTo5Years,,unknown,tenant_furnished,1500.0,2,450.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,expenses_verified,russian,43,male,EE,2126.0,60,unknown,secondary,unknown,,not_specified,UpTo1Year,,unknown,owner,2800.0,2,765.91,0.0,0.0,M,,800.0,1,4250.0,396.82,,0,0,,
1,expenses_verified,finnish,37,female,FI,2283.0,60,unknown,higher,unknown,,not_specified,MoreThan5Years,,unknown,owner,2200.0,4,1100.0,0.0,0.0,M,,,0,0.0,,,0,0,,5.0
1,expenses_verified,finnish,30,female,FI,4150.0,36,unknown,vocational,unknown,,not_specified,Other,,unknown,owner,3100.0,1,621.0,0.0,0.0,M,,,0,0.0,,,0,0,,4.0
1,expenses_verified,finnish,21,female,FI,3113.0,60,unknown,primary,unknown,,not_specified,MoreThan5Years,,unknown,tenant_furnished,1750.0,2,310.0,0.0,0.0,M,,,0,0.0,,,0,0,,5.0
0,expenses_verified,finnish,49,male,FI,6250.0,36,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,mortgage,1800.0,3,917.5,0.0,0.0,M,,,1,4780.0,887.29,,0,0,,3.0
1,expenses_verified,spanish,24,unknown,ES,2126.0,60,unknown,higher,unknown,,not_specified,UpTo1Year,,unknown,tenant_furnished,1000.0,1,150.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,expenses_verified,spanish,32,unknown,ES,2126.0,60,unknown,secondary,unknown,,not_specified,UpTo1Year,,unknown,council_house,1200.0,2,180.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,unverified,estonian,47,male,EE,1807.0,36,unknown,vocational,unknown,,not_specified,MoreThan5Years,,unknown,other,830.0,1,75.81,0.0,0.0,M,,1000.0,1,1590.0,141.02,,0,0,,
1,expenses_verified,spanish,59,unknown,ES,2126.0,60,unknown,primary,unknown,,not_specified,UpTo5Years,,unknown,owner,600.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,1,,
1,expenses_verified,finnish,27,female,FI,4150.0,60,unknown,vocational,unknown,,not_specified,UpTo1Year,,unknown,tenant_furnished,1850.0,4,655.0,0.0,0.0,M,,,0,0.0,,,0,0,,5.0
0,unverified,russian,23,female,EE,1275.0,60,unknown,basic,unknown,,not_specified,UpTo1Year,,unknown,owner,550.0,2,37.8,0.0,0.0,M,,1000.0,2,1485.0,615.93,,0,0,,
1,expenses_verified,spanish,29,unknown,ES,2126.0,60,unknown,primary,unknown,,not_specified,MoreThan5Years,,unknown,living_with_parents,1400.0,1,360.0,0.0,0.0,M,,,0,0.0,,,0,0,,
1,expenses_verified,finnish,35,female,FI,1660.0,36,unknown,higher,unknown,,not_specified,MoreThan5Years,,unknown,living_with_parents,1800.0,0,0.0,0.0,0.0,M,,,0,0.0,,,0,0,,5.0
0,expenses_verified,finnish,33,male,FI,3113.0,36,unknown,vocational,unknown,,not_specified,MoreThan5Years,,unknown,tenant_furnished,1680.0,1,237.84,0.0,0.0,M,,,1,4250.0,1057.24,,0,0,,5.0
